drug1,drug2,cell,label
Chlorambucil,Gefitinib,RPMI-8226,0
Chlorambucil,Gefitinib,SK-MEL-2,0
Chlorambucil,Gefitinib,T-47D,1
Chlorambucil,Gefitinib,UO-31,1
Chlorambucil,Methotrexate,HS 578T,0
Chlorambucil,Methotrexate,HT29,0
Chlorambucil,Methotrexate,IGROV1,0
Chlorambucil,Methotrexate,LOX IMVI,0
Chlorambucil,Methotrexate,MCF7,0
Chlorambucil,Methotrexate,NCI-H460,0
Chlorambucil,Methotrexate,PC-3,0
Chlorambucil,Methotrexate,RPMI-8226,0
Chlorambucil,Methotrexate,SK-MEL-2,0
Chlorambucil,Methotrexate,T-47D,0
Chlorambucil,Methotrexate,UO-31,0
Chlorambucil,Abiraterone,HS 578T,0
Chlorambucil,Abiraterone,HT29,0
Chlorambucil,Abiraterone,IGROV1,1
Chlorambucil,Abiraterone,LOX IMVI,0
Chlorambucil,Abiraterone,MCF7,1
Chlorambucil,Abiraterone,NCI-H460,0
Chlorambucil,Abiraterone,PC-3,0
Chlorambucil,Abiraterone,RPMI-8226,1
Chlorambucil,Abiraterone,SK-MEL-2,0
Chlorambucil,Abiraterone,T-47D,0
Chlorambucil,Docetaxel,HS 578T,0
Chlorambucil,Docetaxel,HT29,0
Chlorambucil,Docetaxel,IGROV1,0
Chlorambucil,Docetaxel,LOX IMVI,0
Chlorambucil,Docetaxel,MCF7,0
Chlorambucil,Docetaxel,NCI-H460,0
Chlorambucil,Docetaxel,PC-3,0
Chlorambucil,Docetaxel,RPMI-8226,0
Chlorambucil,Docetaxel,SK-MEL-2,0
Chlorambucil,Docetaxel,T-47D,0
Chlorambucil,Docetaxel,UO-31,0
Chlorambucil,Erlotinib,HS 578T,1
Chlorambucil,Erlotinib,HT29,0
Chlorambucil,Erlotinib,IGROV1,1
Chlorambucil,Erlotinib,LOX IMVI,0
Chlorambucil,Erlotinib,MCF7,1
Chlorambucil,Erlotinib,NCI-H460,1
Chlorambucil,Erlotinib,PC-3,0
Chlorambucil,Erlotinib,RPMI-8226,0
Chlorambucil,Erlotinib,SK-MEL-2,0
Chlorambucil,Erlotinib,T-47D,0
Chlorambucil,Erlotinib,UO-31,1
Chlorambucil,Lapatinib,HS 578T,0
Chlorambucil,Lapatinib,HT29,0
Chlorambucil,Lapatinib,IGROV1,0
Chlorambucil,Lapatinib,LOX IMVI,0
Chlorambucil,Lapatinib,MCF7,1
Chlorambucil,Lapatinib,NCI-H460,0
Chlorambucil,Lapatinib,PC-3,0
Chlorambucil,Lapatinib,T-47D,0
Chlorambucil,Lapatinib,UO-31,0
Chlorambucil,Sorafenib,HS 578T,0
Chlorambucil,Sorafenib,HT29,0
Chlorambucil,Sorafenib,IGROV1,0
Chlorambucil,Sorafenib,LOX IMVI,1
Chlorambucil,Sorafenib,MCF7,0
Chlorambucil,Sorafenib,NCI-H460,0
Chlorambucil,Sorafenib,PC-3,0
Chlorambucil,Sorafenib,RPMI-8226,0
Chlorambucil,Sorafenib,T-47D,0
Chlorambucil,Sorafenib,UO-31,0
Chlorambucil,Lenalidomide,HS 578T,0
Chlorambucil,Lenalidomide,HT29,1
Chlorambucil,Lenalidomide,IGROV1,1
Chlorambucil,Lenalidomide,LOX IMVI,1
Chlorambucil,Lenalidomide,MCF7,0
Chlorambucil,Lenalidomide,NCI-H460,0
Chlorambucil,Lenalidomide,PC-3,1
Chlorambucil,Lenalidomide,RPMI-8226,0
Chlorambucil,Lenalidomide,SK-MEL-2,1
Chlorambucil,Lenalidomide,T-47D,0
Chlorambucil,Lenalidomide,UO-31,0
Chlorambucil,Capecitabine,HS 578T,0
Chlorambucil,Capecitabine,HT29,0
Chlorambucil,Capecitabine,IGROV1,0
Chlorambucil,Capecitabine,LOX IMVI,0
Chlorambucil,Capecitabine,MCF7,0
Chlorambucil,Capecitabine,NCI-H460,0
Chlorambucil,Capecitabine,PC-3,0
Chlorambucil,Capecitabine,RPMI-8226,0
Chlorambucil,Capecitabine,SK-MEL-2,0
Chlorambucil,Capecitabine,T-47D,0
Chlorambucil,Capecitabine,UO-31,0
Chlorambucil,Tretinoin,HS 578T,0
Chlorambucil,Tretinoin,HT29,1
Chlorambucil,Tretinoin,IGROV1,1
Chlorambucil,Tretinoin,LOX IMVI,0
Chlorambucil,Tretinoin,MCF7,1
Chlorambucil,Tretinoin,NCI-H460,0
Chlorambucil,Tretinoin,PC-3,0
Chlorambucil,Tretinoin,RPMI-8226,1
Chlorambucil,Tretinoin,SK-MEL-2,0
Chlorambucil,Tretinoin,T-47D,0
Chlorambucil,Tretinoin,UO-31,1
Chlorambucil,Decitabine,HS 578T,1
Chlorambucil,Decitabine,HT29,1
Chlorambucil,Decitabine,IGROV1,1
Chlorambucil,Decitabine,LOX IMVI,0
Chlorambucil,Decitabine,MCF7,1
Chlorambucil,Decitabine,NCI-H460,0
Chlorambucil,Decitabine,PC-3,0
Chlorambucil,Decitabine,RPMI-8226,1
Chlorambucil,Decitabine,SK-MEL-2,0
Chlorambucil,Decitabine,T-47D,0
Chlorambucil,Decitabine,UO-31,0
Chlorambucil,Teniposide,HS 578T,1
Chlorambucil,Teniposide,HT29,0
Chlorambucil,Teniposide,IGROV1,1
Chlorambucil,Teniposide,LOX IMVI,1
Chlorambucil,Teniposide,MCF7,0
Chlorambucil,Teniposide,NCI-H460,0
Chlorambucil,Teniposide,PC-3,0
Chlorambucil,Teniposide,RPMI-8226,0
Chlorambucil,Teniposide,SK-MEL-2,0
Chlorambucil,Teniposide,T-47D,0
Chlorambucil,Teniposide,UO-31,0
Chlorambucil,Dactinomycin,HS 578T,1
Chlorambucil,Dactinomycin,HT29,1
Chlorambucil,Dactinomycin,IGROV1,1
Chlorambucil,Dactinomycin,LOX IMVI,1
Chlorambucil,Dactinomycin,MCF7,1
Chlorambucil,Dactinomycin,NCI-H460,1
Chlorambucil,Dactinomycin,PC-3,0
Chlorambucil,Dactinomycin,RPMI-8226,1
Chlorambucil,Dactinomycin,SK-MEL-2,1
Chlorambucil,Dactinomycin,T-47D,0
Chlorambucil,Dactinomycin,UO-31,0
Chlorambucil,Nilotinib,HS 578T,0
Chlorambucil,Nilotinib,HT29,0
Chlorambucil,Nilotinib,IGROV1,1
Chlorambucil,Nilotinib,LOX IMVI,1
Chlorambucil,Nilotinib,MCF7,1
Chlorambucil,Nilotinib,NCI-H460,0
Chlorambucil,Nilotinib,PC-3,0
Chlorambucil,Nilotinib,RPMI-8226,0
Chlorambucil,Nilotinib,T-47D,0
Chlorambucil,Nilotinib,UO-31,0
Chlorambucil,2-fluoroAraA (fludarabine),HS 578T,0
Chlorambucil,2-fluoroAraA (fludarabine),HT29,0
Chlorambucil,2-fluoroAraA (fludarabine),IGROV1,1
Chlorambucil,2-fluoroAraA (fludarabine),LOX IMVI,0
Chlorambucil,2-fluoroAraA (fludarabine),MCF7,0
Chlorambucil,2-fluoroAraA (fludarabine),NCI-H460,0
Chlorambucil,2-fluoroAraA (fludarabine),PC-3,0
Chlorambucil,2-fluoroAraA (fludarabine),RPMI-8226,0
Chlorambucil,2-fluoroAraA (fludarabine),SK-MEL-2,0
Chlorambucil,2-fluoroAraA (fludarabine),T-47D,0
Chlorambucil,2-fluoroAraA (fludarabine),UO-31,0
Chlorambucil,Mercaptopurine,HS 578T,0
Chlorambucil,Mercaptopurine,HT29,0
Chlorambucil,Mercaptopurine,IGROV1,1
Chlorambucil,Mercaptopurine,LOX IMVI,0
Chlorambucil,Mercaptopurine,MCF7,0
Chlorambucil,Mercaptopurine,NCI-H460,0
Chlorambucil,Mercaptopurine,PC-3,0
Chlorambucil,Mercaptopurine,RPMI-8226,0
Chlorambucil,Mercaptopurine,SK-MEL-2,0
Chlorambucil,Mercaptopurine,T-47D,0
Chlorambucil,Mercaptopurine,UO-31,1
Chlorambucil,Dasatinib,HS 578T,1
Chlorambucil,Dasatinib,HT29,0
Chlorambucil,Dasatinib,IGROV1,0
Chlorambucil,Dasatinib,LOX IMVI,1
Chlorambucil,Dasatinib,MCF7,0
Chlorambucil,Dasatinib,NCI-H460,1
Chlorambucil,Dasatinib,PC-3,0
Chlorambucil,Dasatinib,RPMI-8226,0
Chlorambucil,Dasatinib,T-47D,1
Chlorambucil,Dasatinib,UO-31,1
Chlorambucil,Sirolimus (rapamycin),HS 578T,0
Chlorambucil,Sirolimus (rapamycin),HT29,0
Chlorambucil,Sirolimus (rapamycin),IGROV1,0
Chlorambucil,Sirolimus (rapamycin),LOX IMVI,0
Chlorambucil,Sirolimus (rapamycin),MCF7,0
Chlorambucil,Sirolimus (rapamycin),NCI-H460,0
Chlorambucil,Sirolimus (rapamycin),PC-3,0
Chlorambucil,Sirolimus (rapamycin),RPMI-8226,0
Chlorambucil,Sirolimus (rapamycin),SK-MEL-2,0
Chlorambucil,Sirolimus (rapamycin),T-47D,0
Chlorambucil,Sirolimus (rapamycin),UO-31,0
Chlorambucil,Sunitinib,HS 578T,0
Chlorambucil,Sunitinib,HT29,0
Chlorambucil,Sunitinib,IGROV1,1
Chlorambucil,Sunitinib,LOX IMVI,1
Chlorambucil,Sunitinib,MCF7,0
Chlorambucil,Sunitinib,NCI-H460,0
Chlorambucil,Sunitinib,PC-3,0
Chlorambucil,Sunitinib,RPMI-8226,0
Chlorambucil,Sunitinib,T-47D,0
Chlorambucil,Sunitinib,UO-31,0
Chlorambucil,Axitinib,HS 578T,1
Chlorambucil,Axitinib,HT29,0
Chlorambucil,Axitinib,IGROV1,0
Chlorambucil,Axitinib,LOX IMVI,1
Chlorambucil,Axitinib,MCF7,1
Chlorambucil,Axitinib,NCI-H460,0
Chlorambucil,Axitinib,PC-3,0
Chlorambucil,Axitinib,RPMI-8226,0
Chlorambucil,Axitinib,SK-MEL-2,0
Chlorambucil,Axitinib,T-47D,0
Chlorambucil,Axitinib,UO-31,1
Chlorambucil,Crizotinib,HS 578T,0
Chlorambucil,Crizotinib,HT29,0
Chlorambucil,Crizotinib,IGROV1,1
Chlorambucil,Crizotinib,LOX IMVI,1
Chlorambucil,Crizotinib,MCF7,0
Chlorambucil,Crizotinib,NCI-H460,0
Chlorambucil,Crizotinib,PC-3,0
Chlorambucil,Crizotinib,RPMI-8226,0
Chlorambucil,Crizotinib,SK-MEL-2,0
Chlorambucil,Crizotinib,T-47D,0
Chlorambucil,Crizotinib,UO-31,1
Chlorambucil,Ruxolitinib,HS 578T,0
Chlorambucil,Ruxolitinib,HT29,0
Chlorambucil,Ruxolitinib,IGROV1,1
Chlorambucil,Ruxolitinib,LOX IMVI,1
Chlorambucil,Ruxolitinib,MCF7,0
Chlorambucil,Ruxolitinib,NCI-H460,0
Chlorambucil,Ruxolitinib,PC-3,0
Chlorambucil,Ruxolitinib,RPMI-8226,0
Chlorambucil,Ruxolitinib,SK-MEL-2,0
Chlorambucil,Ruxolitinib,T-47D,0
Chlorambucil,Ruxolitinib,UO-31,1
Chlorambucil,Vemurafenib,HS 578T,0
Chlorambucil,Vemurafenib,HT29,0
Chlorambucil,Vemurafenib,IGROV1,0
Chlorambucil,Vemurafenib,LOX IMVI,1
Chlorambucil,Vemurafenib,MCF7,0
Chlorambucil,Vemurafenib,NCI-H460,0
Chlorambucil,Vemurafenib,PC-3,0
Chlorambucil,Vemurafenib,RPMI-8226,0
Chlorambucil,Vemurafenib,SK-MEL-2,0
Chlorambucil,Vemurafenib,T-47D,0
Chlorambucil,Vemurafenib,UO-31,1
Chlorambucil,Everolimus,HS 578T,0
Chlorambucil,Everolimus,HT29,0
Chlorambucil,Everolimus,IGROV1,1
Chlorambucil,Everolimus,LOX IMVI,1
Chlorambucil,Everolimus,MCF7,1
Chlorambucil,Everolimus,NCI-H460,0
Chlorambucil,Everolimus,PC-3,0
Chlorambucil,Everolimus,RPMI-8226,0
Chlorambucil,Everolimus,SK-MEL-2,0
Chlorambucil,Everolimus,T-47D,1
Chlorambucil,Everolimus,UO-31,1
Chlorambucil,Dacarbazine,HS 578T,1
Chlorambucil,Dacarbazine,HT29,0
Chlorambucil,Dacarbazine,IGROV1,1
Chlorambucil,Dacarbazine,LOX IMVI,1
Chlorambucil,Dacarbazine,MCF7,0
Chlorambucil,Dacarbazine,NCI-H460,0
Chlorambucil,Dacarbazine,PC-3,0
Chlorambucil,Dacarbazine,RPMI-8226,0
Chlorambucil,Dacarbazine,SK-MEL-2,1
Chlorambucil,Dacarbazine,T-47D,0
Chlorambucil,Dacarbazine,UO-31,1
Chlorambucil,Allopurinol,HS 578T,0
Chlorambucil,Allopurinol,HT29,0
Chlorambucil,Allopurinol,IGROV1,0
Chlorambucil,Allopurinol,LOX IMVI,0
Chlorambucil,Allopurinol,MCF7,0
Chlorambucil,Allopurinol,NCI-H460,0
Chlorambucil,Allopurinol,PC-3,0
Chlorambucil,Allopurinol,RPMI-8226,0
Chlorambucil,Allopurinol,SK-MEL-2,0
Chlorambucil,Allopurinol,T-47D,0
Chlorambucil,Allopurinol,UO-31,0
Cyclophosphamide,5-Fluorouracil,HS 578T,0
Cyclophosphamide,5-Fluorouracil,HT29,0
Cyclophosphamide,5-Fluorouracil,IGROV1,0
Cyclophosphamide,5-Fluorouracil,LOX IMVI,0
Cyclophosphamide,5-Fluorouracil,MCF7,0
Cyclophosphamide,5-Fluorouracil,NCI-H460,0
Cyclophosphamide,5-Fluorouracil,PC-3,0
Cyclophosphamide,5-Fluorouracil,RPMI-8226,0
Cyclophosphamide,5-Fluorouracil,SK-MEL-2,0
Cyclophosphamide,5-Fluorouracil,T-47D,0
Cyclophosphamide,5-Fluorouracil,UO-31,0
Cyclophosphamide,Ifosfamide,HS 578T,1
Cyclophosphamide,Ifosfamide,HT29,1
Cyclophosphamide,Ifosfamide,IGROV1,0
Cyclophosphamide,Ifosfamide,LOX IMVI,0
Cyclophosphamide,Ifosfamide,MCF7,0
Cyclophosphamide,Ifosfamide,NCI-H460,1
Cyclophosphamide,Ifosfamide,PC-3,1
Cyclophosphamide,Ifosfamide,RPMI-8226,1
Cyclophosphamide,Ifosfamide,SK-MEL-2,1
Cyclophosphamide,Ifosfamide,T-47D,1
Cyclophosphamide,Ifosfamide,UO-31,0
Cyclophosphamide,Letrozole,HS 578T,0
Cyclophosphamide,Letrozole,HT29,0
Cyclophosphamide,Letrozole,IGROV1,0
Cyclophosphamide,Letrozole,NCI-H460,0
Cyclophosphamide,Letrozole,PC-3,0
Cyclophosphamide,Letrozole,RPMI-8226,1
Cyclophosphamide,Letrozole,T-47D,1
Cyclophosphamide,Letrozole,UO-31,0
Cyclophosphamide,Methoxsalen,HS 578T,0
Cyclophosphamide,Methoxsalen,HT29,0
Cyclophosphamide,Methoxsalen,IGROV1,0
Cyclophosphamide,Methoxsalen,LOX IMVI,0
Cyclophosphamide,Methoxsalen,MCF7,0
Cyclophosphamide,Methoxsalen,NCI-H460,0
Cyclophosphamide,Methoxsalen,PC-3,0
Cyclophosphamide,Methoxsalen,RPMI-8226,0
Cyclophosphamide,Methoxsalen,SK-MEL-2,0
Cyclophosphamide,Methoxsalen,T-47D,0
Cyclophosphamide,Methoxsalen,UO-31,1
Cyclophosphamide,Mitotane,HS 578T,1
Cyclophosphamide,Mitotane,HT29,0
Cyclophosphamide,Mitotane,IGROV1,0
Cyclophosphamide,Mitotane,LOX IMVI,1
Cyclophosphamide,Mitotane,MCF7,1
Cyclophosphamide,Mitotane,NCI-H460,1
Cyclophosphamide,Mitotane,PC-3,0
Cyclophosphamide,Mitotane,RPMI-8226,0
Cyclophosphamide,Mitotane,T-47D,0
Cyclophosphamide,Mitotane,UO-31,1
Cyclophosphamide,Mitoxantrone,HS 578T,0
Cyclophosphamide,Mitoxantrone,HT29,0
Cyclophosphamide,Mitoxantrone,IGROV1,0
Cyclophosphamide,Mitoxantrone,LOX IMVI,0
Cyclophosphamide,Mitoxantrone,MCF7,0
Cyclophosphamide,Mitoxantrone,NCI-H460,0
Cyclophosphamide,Mitoxantrone,PC-3,0
Cyclophosphamide,Mitoxantrone,RPMI-8226,0
Cyclophosphamide,Mitoxantrone,SK-MEL-2,0
Cyclophosphamide,Mitoxantrone,T-47D,0
Cyclophosphamide,Mitoxantrone,UO-31,0
Cyclophosphamide,Raloxifene,HS 578T,0
Cyclophosphamide,Raloxifene,HT29,0
Cyclophosphamide,Raloxifene,IGROV1,0
Cyclophosphamide,Raloxifene,LOX IMVI,1
Cyclophosphamide,Raloxifene,MCF7,0
Cyclophosphamide,Raloxifene,NCI-H460,1
Cyclophosphamide,Raloxifene,PC-3,0
Cyclophosphamide,Raloxifene,RPMI-8226,0
Cyclophosphamide,Raloxifene,SK-MEL-2,0
Cyclophosphamide,Raloxifene,T-47D,0
Cyclophosphamide,Raloxifene,UO-31,1
Cyclophosphamide,Imatinib,HS 578T,1
Cyclophosphamide,Imatinib,HT29,0
Cyclophosphamide,Imatinib,IGROV1,1
Cyclophosphamide,Imatinib,LOX IMVI,1
Cyclophosphamide,Imatinib,MCF7,0
Cyclophosphamide,Imatinib,NCI-H460,0
Cyclophosphamide,Imatinib,PC-3,0
Cyclophosphamide,Imatinib,RPMI-8226,1
Cyclophosphamide,Imatinib,T-47D,1
Cyclophosphamide,Imatinib,UO-31,0
Cyclophosphamide,Vorinostat,HS 578T,0
Cyclophosphamide,Vorinostat,HT29,0
Cyclophosphamide,Vorinostat,IGROV1,0
Cyclophosphamide,Vorinostat,LOX IMVI,0
Cyclophosphamide,Vorinostat,MCF7,0
Cyclophosphamide,Vorinostat,NCI-H460,0
Cyclophosphamide,Vorinostat,PC-3,0
Cyclophosphamide,Vorinostat,RPMI-8226,0
Cyclophosphamide,Vorinostat,T-47D,0
Cyclophosphamide,Vorinostat,UO-31,0
Cyclophosphamide,Thalidomide,HS 578T,0
Cyclophosphamide,Thalidomide,HT29,0
Cyclophosphamide,Thalidomide,IGROV1,0
Cyclophosphamide,Thalidomide,LOX IMVI,0
Cyclophosphamide,Thalidomide,MCF7,0
Cyclophosphamide,Thalidomide,NCI-H460,1
Cyclophosphamide,Thalidomide,PC-3,0
Cyclophosphamide,Thalidomide,RPMI-8226,0
Cyclophosphamide,Thalidomide,SK-MEL-2,0
Cyclophosphamide,Thalidomide,T-47D,0
Cyclophosphamide,Thalidomide,UO-31,1
Cyclophosphamide,Thiotepa,HS 578T,0
Cyclophosphamide,Thiotepa,HT29,0
Cyclophosphamide,Thiotepa,IGROV1,0
Cyclophosphamide,Thiotepa,LOX IMVI,0
Cyclophosphamide,Thiotepa,MCF7,0
Cyclophosphamide,Thiotepa,NCI-H460,0
Cyclophosphamide,Thiotepa,PC-3,0
Cyclophosphamide,Thiotepa,RPMI-8226,0
Cyclophosphamide,Thiotepa,T-47D,0
Cyclophosphamide,Thiotepa,UO-31,0
Cyclophosphamide,Mitomycin C,HS 578T,0
Cyclophosphamide,Mitomycin C,HT29,0
Cyclophosphamide,Mitomycin C,IGROV1,0
Cyclophosphamide,Mitomycin C,LOX IMVI,0
Cyclophosphamide,Mitomycin C,MCF7,0
Cyclophosphamide,Mitomycin C,NCI-H460,0
Cyclophosphamide,Mitomycin C,PC-3,0
Cyclophosphamide,Mitomycin C,RPMI-8226,0
Cyclophosphamide,Mitomycin C,SK-MEL-2,1
Cyclophosphamide,Mitomycin C,T-47D,0
Cyclophosphamide,Mitomycin C,UO-31,0
Cyclophosphamide,Floxuridine,HS 578T,0
Cyclophosphamide,Floxuridine,HT29,0
Cyclophosphamide,Floxuridine,IGROV1,0
Cyclophosphamide,Floxuridine,LOX IMVI,0
Cyclophosphamide,Floxuridine,MCF7,0
Cyclophosphamide,Floxuridine,NCI-H460,0
Cyclophosphamide,Floxuridine,PC-3,0
Cyclophosphamide,Floxuridine,RPMI-8226,0
Cyclophosphamide,Floxuridine,T-47D,0
Cyclophosphamide,Floxuridine,UO-31,0
Cyclophosphamide,Azacitidine,HS 578T,0
Cyclophosphamide,Azacitidine,HT29,0
Cyclophosphamide,Azacitidine,IGROV1,0
Cyclophosphamide,Azacitidine,LOX IMVI,0
Cyclophosphamide,Azacitidine,MCF7,0
Cyclophosphamide,Azacitidine,NCI-H460,0
Cyclophosphamide,Azacitidine,PC-3,0
Cyclophosphamide,Azacitidine,RPMI-8226,0
Cyclophosphamide,Azacitidine,T-47D,0
Cyclophosphamide,Azacitidine,UO-31,0
Cyclophosphamide,Megestrol,HS 578T,0
Cyclophosphamide,Megestrol,HT29,0
Cyclophosphamide,Megestrol,IGROV1,1
Cyclophosphamide,Megestrol,LOX IMVI,1
Cyclophosphamide,Megestrol,MCF7,0
Cyclophosphamide,Megestrol,NCI-H460,0
Cyclophosphamide,Megestrol,PC-3,0
Cyclophosphamide,Megestrol,RPMI-8226,1
Cyclophosphamide,Megestrol,SK-MEL-2,0
Cyclophosphamide,Megestrol,T-47D,1
Cyclophosphamide,Megestrol,UO-31,0
Cyclophosphamide,Cladribine,HS 578T,0
Cyclophosphamide,Cladribine,HT29,0
Cyclophosphamide,Cladribine,IGROV1,0
Cyclophosphamide,Cladribine,LOX IMVI,0
Cyclophosphamide,Cladribine,MCF7,1
Cyclophosphamide,Cladribine,NCI-H460,1
Cyclophosphamide,Cladribine,PC-3,0
Cyclophosphamide,Cladribine,RPMI-8226,0
Cyclophosphamide,Cladribine,T-47D,0
Cyclophosphamide,Cladribine,UO-31,0
Cyclophosphamide,Paclitaxel,HT29,0
Cyclophosphamide,Paclitaxel,IGROV1,0
Cyclophosphamide,Paclitaxel,LOX IMVI,0
Cyclophosphamide,Paclitaxel,MCF7,0
Cyclophosphamide,Paclitaxel,NCI-H460,0
Cyclophosphamide,Paclitaxel,PC-3,0
Cyclophosphamide,Paclitaxel,RPMI-8226,0
Cyclophosphamide,Paclitaxel,T-47D,0
Cyclophosphamide,Paclitaxel,UO-31,1
Cyclophosphamide,Etoposide,HS 578T,0
Cyclophosphamide,Etoposide,HT29,0
Cyclophosphamide,Etoposide,IGROV1,0
Cyclophosphamide,Etoposide,LOX IMVI,0
Cyclophosphamide,Etoposide,MCF7,0
Cyclophosphamide,Etoposide,NCI-H460,0
Cyclophosphamide,Etoposide,PC-3,0
Cyclophosphamide,Etoposide,RPMI-8226,0
Cyclophosphamide,Etoposide,SK-MEL-2,0
Cyclophosphamide,Etoposide,T-47D,0
Cyclophosphamide,Etoposide,UO-31,0
Cyclophosphamide,Imiquimod,HS 578T,1
Cyclophosphamide,Imiquimod,HT29,1
Cyclophosphamide,Imiquimod,IGROV1,0
Cyclophosphamide,Imiquimod,LOX IMVI,0
Cyclophosphamide,Imiquimod,MCF7,0
Cyclophosphamide,Imiquimod,NCI-H460,1
Cyclophosphamide,Imiquimod,PC-3,0
Cyclophosphamide,Imiquimod,RPMI-8226,0
Cyclophosphamide,Imiquimod,SK-MEL-2,1
Cyclophosphamide,Imiquimod,T-47D,1
Cyclophosphamide,Imiquimod,UO-31,0
Cyclophosphamide,Exemestane,HS 578T,0
Cyclophosphamide,Exemestane,HT29,0
Cyclophosphamide,Exemestane,IGROV1,0
Cyclophosphamide,Exemestane,LOX IMVI,0
Cyclophosphamide,Exemestane,MCF7,0
Cyclophosphamide,Exemestane,NCI-H460,0
Cyclophosphamide,Exemestane,PC-3,0
Cyclophosphamide,Exemestane,RPMI-8226,0
Cyclophosphamide,Exemestane,SK-MEL-2,0
Cyclophosphamide,Exemestane,T-47D,0
Cyclophosphamide,Exemestane,UO-31,0
Cyclophosphamide,Dexrazoxane,HS 578T,0
Cyclophosphamide,Dexrazoxane,HT29,0
Cyclophosphamide,Dexrazoxane,IGROV1,0
Cyclophosphamide,Dexrazoxane,LOX IMVI,0
Cyclophosphamide,Dexrazoxane,MCF7,0
Cyclophosphamide,Dexrazoxane,NCI-H460,0
Cyclophosphamide,Dexrazoxane,PC-3,0
Cyclophosphamide,Dexrazoxane,RPMI-8226,0
Cyclophosphamide,Dexrazoxane,SK-MEL-2,0
Cyclophosphamide,Dexrazoxane,T-47D,0
Cyclophosphamide,Dexrazoxane,UO-31,0
Cyclophosphamide,Fulvestrant,HS 578T,1
Cyclophosphamide,Fulvestrant,HT29,0
Cyclophosphamide,Fulvestrant,IGROV1,0
Cyclophosphamide,Fulvestrant,LOX IMVI,0
Cyclophosphamide,Fulvestrant,NCI-H460,0
Cyclophosphamide,Fulvestrant,PC-3,1
Cyclophosphamide,Fulvestrant,RPMI-8226,1
Cyclophosphamide,Fulvestrant,T-47D,0
Cyclophosphamide,Fulvestrant,UO-31,0
Cyclophosphamide,Clofarabine,HS 578T,0
Cyclophosphamide,Clofarabine,HT29,0
Cyclophosphamide,Clofarabine,IGROV1,0
Cyclophosphamide,Clofarabine,LOX IMVI,0
Cyclophosphamide,Clofarabine,MCF7,1
Cyclophosphamide,Clofarabine,NCI-H460,0
Cyclophosphamide,Clofarabine,PC-3,1
Cyclophosphamide,Clofarabine,RPMI-8226,0
Cyclophosphamide,Clofarabine,T-47D,0
Cyclophosphamide,Clofarabine,UO-31,0
Cyclophosphamide,Gefitinib,HS 578T,0
Cyclophosphamide,Gefitinib,HT29,0
Cyclophosphamide,Gefitinib,IGROV1,0
Cyclophosphamide,Gefitinib,LOX IMVI,0
Cyclophosphamide,Gefitinib,MCF7,0
Cyclophosphamide,Gefitinib,NCI-H460,0
Cyclophosphamide,Gefitinib,PC-3,0
Cyclophosphamide,Gefitinib,RPMI-8226,0
Cyclophosphamide,Gefitinib,SK-MEL-2,0
Cyclophosphamide,Gefitinib,T-47D,0
Cyclophosphamide,Gefitinib,UO-31,0
Cyclophosphamide,Methotrexate,HS 578T,0
Cyclophosphamide,Methotrexate,HT29,0
Cyclophosphamide,Methotrexate,IGROV1,0
Cyclophosphamide,Methotrexate,LOX IMVI,0
Cyclophosphamide,Methotrexate,MCF7,0
Cyclophosphamide,Methotrexate,NCI-H460,0
Cyclophosphamide,Methotrexate,PC-3,0
Cyclophosphamide,Methotrexate,RPMI-8226,0
Cyclophosphamide,Methotrexate,T-47D,0
Cyclophosphamide,Methotrexate,UO-31,0
Cyclophosphamide,Abiraterone,HS 578T,0
Cyclophosphamide,Abiraterone,HT29,0
Cyclophosphamide,Abiraterone,IGROV1,0
Cyclophosphamide,Abiraterone,LOX IMVI,0
Cyclophosphamide,Abiraterone,MCF7,0
Cyclophosphamide,Abiraterone,NCI-H460,1
Cyclophosphamide,Abiraterone,PC-3,0
Cyclophosphamide,Abiraterone,RPMI-8226,0
Cyclophosphamide,Abiraterone,SK-MEL-2,0
Cyclophosphamide,Abiraterone,T-47D,0
Cyclophosphamide,Abiraterone,UO-31,0
Cyclophosphamide,Docetaxel,HS 578T,0
Cyclophosphamide,Docetaxel,HT29,0
Cyclophosphamide,Docetaxel,IGROV1,0
Cyclophosphamide,Docetaxel,LOX IMVI,0
Cyclophosphamide,Docetaxel,MCF7,0
Cyclophosphamide,Docetaxel,NCI-H460,0
Cyclophosphamide,Docetaxel,PC-3,0
Cyclophosphamide,Docetaxel,T-47D,0
Cyclophosphamide,Docetaxel,UO-31,0
Cyclophosphamide,Erlotinib,HS 578T,0
Cyclophosphamide,Erlotinib,HT29,1
Cyclophosphamide,Erlotinib,IGROV1,0
Cyclophosphamide,Erlotinib,LOX IMVI,0
Cyclophosphamide,Erlotinib,MCF7,0
Cyclophosphamide,Erlotinib,NCI-H460,1
Cyclophosphamide,Erlotinib,PC-3,0
Cyclophosphamide,Erlotinib,RPMI-8226,0
Cyclophosphamide,Erlotinib,SK-MEL-2,0
Cyclophosphamide,Erlotinib,T-47D,1
Cyclophosphamide,Erlotinib,UO-31,0
Cyclophosphamide,Lapatinib,HS 578T,0
Cyclophosphamide,Lapatinib,HT29,0
Cyclophosphamide,Lapatinib,IGROV1,0
Cyclophosphamide,Lapatinib,LOX IMVI,0
Cyclophosphamide,Lapatinib,MCF7,0
Cyclophosphamide,Lapatinib,NCI-H460,1
